image_id,filename,is_negative,verification_status,reward_points,error_type,ground_truth_label,visual_description,filepath
priv_d_0236,priv_d_0236.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Kệ khuyến mại siêu thị xếp đầy các lon pate Cột Đèn đóng hộp,Ảnh chụp quầy hàng sắt trong siêu thị bày bán các lon đồ hộp pate Cột Đèn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0236.jpg
priv_d_0237,priv_d_0237.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Lon pate Cột Đèn Hải Phòng trước khuôn viên nhà máy Halong Canfoco,Ảnh tin tức 28 News minh họa các lon pate Cột Đèn và nhà máy Ha Long Canfoco.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0237.jpg
priv_d_0238,priv_d_0238.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp các khay inox chứa thịt làm pate truyền thống trong xưởng chế biến không có nhãn mác thương mại.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0238.jpg
priv_d_0239,priv_d_0239.jpg,NO (Positive FMCG),REPAIRED,3,SYNTAX_DUPLICATE_FIX,Ly trà Phúc Kiến Sen Vải của The Coffee House kèm quả vải bên trên,Ảnh chụp ly nước Trà Phúc Kiến Sen Vải của The Coffee House trong bản tin thông báo nguyên liệu.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0239.jpg
priv_d_0240,priv_d_0240.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các lon pate Cột Đèn Hải Phòng trong đồ họa tin tức tài chính Novaland,Ảnh đồ họa tin tức tài chính ghép tòa nhà Novaland và các lon pate Cột Đèn Hải Phòng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0240.jpg
priv_d_0241,priv_d_0241.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các lon đồ hộp Cá sốt cà và Bò hầm trên kệ trong bản tin Đài Cần Thơ,Ảnh chụp kệ siêu thị bày bán đồ hộp Cá sốt cà và Bò hầm trong bản tin truyền hình Cần Thơ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0241.jpg
priv_d_0242,priv_d_0242.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh đồ họa logo giới thiệu kênh Tomchutrue Review trên nền xanh dương (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0242.jpg
priv_d_0243,priv_d_0243.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh tin tức Sở VHTTDL Hải Phòng kèm hình minh họa lát bánh mì phết pate không có bao bì nhãn mác thương phẩm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0243.jpg
priv_d_0244,priv_d_0244.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Ảnh chụp bình sữa tự pha thức uống matcha latte sữa mẹ (cá nhân tự làm, phi FMCG).",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0244.jpg
priv_d_0245,priv_d_0245.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp hai phần ăn sáng eat-clean đựng trong hộp nhựa không có nhãn hiệu thương mại.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0245.jpg
priv_d_0246,priv_d_0246.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh công nhân xưởng may gia công túi xách cắt chỉ thừa tuyển dụng lao động (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0246.jpg
priv_d_0247,priv_d_0247.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Chai sữa tắm nước hoa X-Men For Boss Intense và chai nước rửa tay Botanika,Ảnh tin tức về việc thu hồi chai sữa tắm X-Men For Boss Intense và nước rửa tay Botanika.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0247.jpg
priv_d_0248,priv_d_0248.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Bốn lon sữa bột dinh dưỡng VitaDairy ColosBaby gồm Gold Bio IQ và D3K2,Ảnh đồ họa so sánh 4 dòng sản phẩm sữa bột công thức VitaDairy ColosBaby.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0248.jpg
priv_d_0249,priv_d_0249.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp và chai gel lăn giảm đau cổ vai gáy Oraso ThermaPlex Warming Gel,Ảnh chụp tay cầm hộp và tuýp gel massage làm ấm Oraso ThermaPlex Warming Gel.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0249.jpg
priv_d_0250,priv_d_0250.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hũ bột đạm thực vật Nuta Superfoods Ultimate Plant Protein+ hương Dutch Chocolate,Ảnh chụp tay cầm hũ bột dinh dưỡng thực vật Nuta Superfoods Ultimate Plant Protein+ hương sô-cô-la.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0250.jpg
priv_d_0251,priv_d_0251.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Đĩa thức ăn ăn kiêng tự nấu gồm su su luộc, ức gà luộc và củ khoai",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0251.jpg
priv_d_0252,priv_d_0252.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế thùng khăn ướt nhiệt đới Mamamy Tropical,Thùng carton chứa các gói khăn ướt Mamamy Tropical mở nắp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0252.jpg
priv_d_0253,priv_d_0253.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Món tráng miệng chuối phủ sô-cô-la tự làm trong hộp nhựa,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0253.jpg
priv_d_0254,priv_d_0254.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chiếc đồng hồ báo thức màu trắng đặt trên sàn gỗ trong nhà,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0254.jpg
priv_d_0255,priv_d_0255.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp ngọn cỏ lau dưới ánh mặt trời kèm dòng chữ trích dẫn nhắc nhở,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0255.jpg
priv_d_0256,priv_d_0256.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chai kem chống nắng không rõ thương hiệu cầm trước màn hình máy tính hiển thị hoa cúc vàng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0256.jpg
priv_d_0257,priv_d_0257.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình nền trắng có dòng chữ Tạm biệt tháng 5 Xin Chào Tháng 6,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0257.jpg
priv_d_0258,priv_d_0258.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chiếc điện thoại iPhone 12 Pro Max màu xám trên tay tại cửa hàng điện thoại,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0258.jpg
priv_d_0259,priv_d_0259.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chiếc chảo chống dính Tefal Excellence Ceramic có tay cầm và tem nhãn,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0259.jpg
priv_d_0260,priv_d_0260.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế gói thịt gà đông khô cho thú cưng LUSI Pet Treats Freeze-Dried Chicken Bits 500g,Gói thức ăn khô cho chó mèo LUSI Pet Treats Freeze-Dried Chicken Bits vị thịt gà 500g,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0260.jpg
priv_d_0261,priv_d_0261.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Banner quảng bá sự kiện giải đấu PUBG Mobile Global Open,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0261.jpg
priv_d_0262,priv_d_0262.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai tuýp kem dưỡng tóc LILYSTAR SMOOTH GLOSSY HAIR CARE CREAM 200ml,Hai tuýp kem ủ tóc bóng mượt LILYSTAR SMOOTH GLOSSY HAIR CARE CREAM màu vàng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0262.jpg
priv_d_0263,priv_d_0263.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế gói Cơm Cháy Siêu Chà Bông Vị Mắm Hành AVA FOOD 200g,Gói bánh cơm cháy chà bông vị mắm hành AVA FOOD 200g trên tay người cầm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0263.jpg
priv_d_0264,priv_d_0264.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Người làm vườn đang xử lý đất và rễ cây trong thùng xốp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0264.jpg
priv_d_0265,priv_d_0265.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Máy xay sinh tố công nghiệp đa năng vỏ kim loại sáng bóng trên mặt bàn bếp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0265.jpg
priv_d_0266,priv_d_0266.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Giỏ hoa hướng dương gắn trên xe đạp hướng về phía hoàng hôn,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0266.jpg
priv_d_0267,priv_d_0267.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế ba lon sữa bột VitaDairy ColosBaby LACTOFERRIN SYNBIOTIC số 2,Ba lon sữa bột công thức ColosBaby LACTOFERRIN SYNBIOTIC số 2 của VitaDairy,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0267.jpg
priv_d_0268,priv_d_0268.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp bị mờ nhòe không rõ chi tiết của một hộp sản phẩm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0268.jpg
priv_d_0269,priv_d_0269.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chiếc túi xách nỉ màu hồng đính các phụ kiện bông hoạt hình,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0269.jpg
priv_d_0270,priv_d_0270.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Khay nguyên liệu tươi sống gồm gan gà, khoai lang, rau mồng tơi và gạo để nấu cháo ăn dặm",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0270.jpg
priv_d_0271,priv_d_0271.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Khối pin máy công cụ 20 cell màu đen viền đỏ trên tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0271.jpg
priv_d_0272,priv_d_0272.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hũ nhựa thủy tinh đựng gia vị nắp mở tiện lợi trong nhà bếp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0272.jpg
priv_d_0273,priv_d_0273.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế lon sữa bột VitaDairy ColosBaby Gold PEDIA 1-10 tuổi,Lon sữa bột cho trẻ suy dinh dưỡng biếng ăn ColosBaby Gold PEDIA của hãng VitaDairy,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0273.jpg
priv_d_0274,priv_d_0274.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Bản tin truyền hình về chuyển đổi số dịch vụ công tại xã Bất Bạt,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0274.jpg
priv_d_0275,priv_d_0275.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình ảnh bản tin về chiếc xe điện tự chế của học sinh cạnh công an,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0275.jpg
priv_d_0276,priv_d_0276.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Bản tin y tế thông báo xử phạt công ty dược phẩm Abipha,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0276.jpg
priv_d_0277,priv_d_0277.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế lon sữa bột dinh dưỡng VitaDairy CaloSure AMERICA 800g,Lon sữa bột bổ sung dinh dưỡng CaloSure AMERICA hỗ trợ tim mạch của VitaDairy loại 800g,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0277.jpg
priv_d_0278,priv_d_0278.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp góc nhìn thứ nhất khi đạp xe ban đêm kèm dòng chữ tâm trạng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0278.jpg
priv_d_0279,priv_d_0279.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Khối slime màu hồng phấn mềm xốp đặt trên mặt bàn,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0279.jpg
priv_d_0280,priv_d_0280.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Các thố sứ yến chưng táo đỏ và đông trùng hạ thảo trong nồi hấp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0280.jpg
priv_d_0281,priv_d_0281.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Cảnh người bố bế con nhỏ đứng trước trạm y tế có băng rôn cho trẻ uống vitamin A,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0281.jpg
priv_d_0282,priv_d_0282.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình ảnh chiếc điều khiển từ xa dùng cho máy chiếu EPSON,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0282.jpg
priv_d_0283,priv_d_0283.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế bịch bỉm quần trẻ em TopGia KIDS size L 34 miếng,Bịch tã bỉm quần TopGia KIDS size L dành cho trẻ em 9-14kg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0283.jpg
priv_d_0284,priv_d_0284.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế ly hủ tiếu mì Yes Mom vị thịt bằm 79.2g,Ly hủ tiếu mì ăn liền hương vị thịt bằm Yes Mom 79.2g,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0284.jpg
priv_d_0285,priv_d_0285.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Banner tin tức chúc mừng đội tuyển thể thao điện tử T1 Esports,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0285.jpg
priv_d_0286,priv_d_0286.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế kệ tủ đồ ăn vặt và lon sữa bột Abbott PediaSure Maloedka socola 850g,"Ngăn tủ chứa các loại thực phẩm đóng gói gồm sữa Horizon Organic, snack Calbee và lon sữa Abbott Maloedka",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0286.jpg
priv_d_0287,priv_d_0287.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ba chiếc mũ lưỡi trai thời trang đính phụ kiện Hello Kitty,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0287.jpg
priv_d_0288,priv_d_0288.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai tuýp kem dưỡng săn chắc vòng 1 TM Pharma Sexy Queen plus 75g,Hai tuýp kem bôi chăm sóc cơ thể Sexy Queen plus của TM Pharma,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0288.jpg
priv_d_0289,priv_d_0289.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hộp sữa bột Anlene BONEMAX hương vani 1.2kg,Hộp sữa bột dinh dưỡng cho xương khớp Anlene BONEMAX hương vani khối lượng 1.2kg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0289.jpg
priv_d_0290,priv_d_0290.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế các hộp kem đánh răng Colgate MaxFresh UltraFreeze,Combo các hộp kem đánh răng Colgate MaxFresh UltraFreeze tinh chất than tre và bạc hà,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0290.jpg
priv_d_0291,priv_d_0291.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế chai tinh chất La Roche-Posay MELA B3 SERUM,Chai serum trị thâm nám La Roche-Posay MELA B3 SERUM màu tím cầm trên tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0291.jpg
priv_d_0292,priv_d_0292.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hộp thực phẩm bảo vệ sức khỏe Vitabiotics Pregnacare breast-feeding,Hộp viên uống bổ sung vi chất cho mẹ sau sinh Vitabiotics Pregnacare breast-feeding,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0292.jpg
priv_d_0293,priv_d_0293.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình nền đen có logo Phượt & Xe và lời mời tham gia nhóm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0293.jpg
priv_d_0294,priv_d_0294.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai chai sữa rửa mặt tạo bọt Tơ Tằm Cỏ Mềm Home Lab,Hai chai sữa rửa mặt tạo bọt Tơ Tằm thiên nhiên của thương hiệu Cỏ Mềm Home Lab,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0294.jpg
priv_d_0295,priv_d_0295.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp con đường vắng và giỏ rau củ để bên lề đường,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0295.jpg
priv_d_0296,priv_d_0296.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế bịch bỉm Gooby Extra x2.5 DRY POWER size M 50 miếng,Bịch tã bỉm cho bé Gooby Extra Dry Power size M 50 miếng cùng hai hộp thủy tinh,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0296.jpg
priv_d_0297,priv_d_0297.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế chai sữa rửa mặt Cetaphil Gentle Skin Cleanser 473ml,Chai sữa rửa mặt Cetaphil Gentle Skin Cleanser dung tích 473ml trên tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0297.jpg
priv_d_0298,priv_d_0298.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Giao diện trò chơi mô phỏng thời trang và tính năng tái chế đồ ảo,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0298.jpg
priv_d_0299,priv_d_0299.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Bộ củ sạc và dây cáp sạc điện thoại thoại màu hồng cầm trước bụi hoa dại,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0299.jpg
priv_d_0300,priv_d_0300.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Màn hình máy siêu âm hiển thị kết quả chẩn đoán hình ảnh tế bào học u tuyến vú,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0300.jpg
priv_d_0301,priv_d_0301.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Can phân bón kích rễ Phát Rễ Amino 1 lít đặt dưới gốc cây trong vườn cùng văn bản hướng dẫn sử dụng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0301.jpg
priv_d_0302,priv_d_0302.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp cảnh người dân đi xe máy xếp hàng tại trạm xăng ở Hà Nội kèm chú thích tin tức.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0302.jpg
priv_d_0303,priv_d_0303.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp các bịch tã bỉm Molfix xếp chồng trên ghế gỗ kèm thông tin khuyến mãi tặng gấu bông và xe chòi,Nhiều gói tã bỉm trẻ em thương hiệu Molfix bao bì màu xanh lá cây xếp chồng trên ghế bập bênh bằng gỗ cùng thông tin quà tặng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0303.jpg
priv_d_0304,priv_d_0304.jpg,NO (Positive FMCG),REPAIRED,5,BRAND_PRODUCT_INTEGRITY,Ảnh chụp tuýp gel rửa mặt The Cafuné Ginger Gel Cleanser chiết xuất gừng cầm trên tay,Bàn tay cầm tuýp gel rửa mặt màu nâu vàng trong suốt The Cafuné Ginger Gel Cleanser trên nền phong cảnh đồ họa.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0304.jpg
priv_d_0305,priv_d_0305.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình ảnh quảng cáo các củ sạc và pin sạc dự phòng điện thoại đặt trên bệ kính tại đỉnh núi.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0305.jpg
priv_d_0306,priv_d_0306.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Nữ bác sĩ đeo khẩu trang y tế tư vấn sức khỏe kèm hình ảnh minh họa ba lọ dưa cà muối tự làm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0306.jpg
priv_d_0307,priv_d_0307.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Bàn tay cầm chiếc vòng ngọc bích cẩm thạch trong không gian quán cà phê.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0307.jpg
priv_d_0308,priv_d_0308.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh cận cảnh hũ kem dưỡng mắt La Mer The Rejuvenating Eye Cream màu xanh ngọc nắp bạc,Hũ kem mắt cao cấp La Mer The Rejuvenating Eye Cream vỏ xanh lục đậm ánh kim nắp bạc kim loại kèm thìa múc kem.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0308.jpg
priv_d_0309,priv_d_0309.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp chai dầu dưỡng thể Body Oil nắp bạc cầm trên tay cạnh mô hình Patrick Star,Bàn tay cầm chai dầu dưỡng thể Body Oil 100% Organic For Skin thân trong suốt nắp mạ bạc đặt cạnh mô hình nhân vật hoạt hình Patrick Star.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0309.jpg
priv_d_0310,priv_d_0310.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp 4 gói mì dao cắt Sơn Tây Jinmailang hương vị thịt kho bao bì màu vàng đặt trên bàn,Bốn gói mì ăn liền dao cắt Sơn Tây Jinmailang vỏ vàng đặt trên bàn cạnh các vật trang trí anime.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0310.jpg
priv_d_0311,priv_d_0311.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner thông tin Thư Viện Pháp Luật về việc thu hồi sản phẩm sữa tắm X-Men For Boss Intense và nước rửa tay Botanika,Đồ họa tin tức nền cam gạch đỏ hiển thị chai nước rửa tay Botanika và chai sữa tắm nam X-Men For Boss Intense.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0311.jpg
priv_d_0312,priv_d_0312.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp bịch tã bỉm trẻ em Jolie Soft Care Baby Diapers size M 50 miếng đặt trên nền gạch,Bịch tã dán em bé Jolie Soft Care Baby Diapers in hình chú cừu màu tím và trắng đặt trên sàn nhà.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0312.jpg
priv_d_0313,priv_d_0313.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp các thùng sữa bột VitaDairy ColosBaby Gold 0+ Vị Thanh Nhạt xếp chồng trong cửa hàng,Các thùng carton sữa bột dinh dưỡng VitaDairy ColosBaby Gold 0+ Vị Thanh Nhạt xếp thành từng hàng sát tường.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0313.jpg
priv_d_0314,priv_d_0314.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp các thùng sữa đặc có đường Ông Thọ xếp chồng cùng các bình ủ và hộp sữa tươi Vinamilk,Chồng thùng carton sữa đặc Vinamilk Ông Thọ Cao Cấp cùng các bình ủ đá màu đỏ và hộp sữa tươi đặt trên sàn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0314.jpg
priv_d_0315,priv_d_0315.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp chai kem dưỡng ẩm Paula's Choice Peptide Pro-Collagen Peptide Plumping Moisturizer 50ml trên tay tại kệ mỹ phẩm,Bàn tay cầm lọ kem dưỡng ẩm chống lão hóa Paula's Choice Peptide Pro-Collagen Peptide Plumping Moisturizer vỏ hồng tím trước kệ hàng hóa mỹ phẩm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0315.jpg
priv_d_0316,priv_d_0316.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp chai gel rửa mặt SVR Sebiaclear Gel Moussant 400ml màu xanh lá cầm trên tay,Bàn tay cầm chai gel rửa mặt giảm mụn SVR Sebiaclear Gel Moussant dạng vòi xịt chai nhựa xanh lá cây trong suốt.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0316.jpg
priv_d_0317,priv_d_0317.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Banner đồ họa tuyển dụng công nhân của nhà máy Nidec Sankyo Vietnam Corporation tại Quận 9.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0317.jpg
priv_d_0318,priv_d_0318.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp màn hình biểu đồ nến phân tích biến động giá vàng thế giới XAUUSD.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0318.jpg
priv_d_0319,priv_d_0319.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp bánh xà bông và vỏ hộp xà bông Soritox Repair Soap 100gr cầm trên tay,Bàn tay cầm bánh xà bông thảo dược màu nâu đen cùng vỏ hộp giấy Soritox Repair Soap 100gr in hình lá thảo mộc.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0319.jpg
priv_d_0320,priv_d_0320.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Đồ họa y tế 3D minh họa cấu trúc tế bào và thuốc điều trị ung thư amivantamab của Bệnh viện Phương Đông.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0320.jpg
priv_d_0321,priv_d_0321.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Chiếc vali kéo du lịch màu xanh ngọc nhạt kích cỡ 24 inch đặt trên nền gạch trắng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0321.jpg
priv_d_0322,priv_d_0322.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp hộp siro bổ sung kẽm cho bé ST ZinC Kids Kẽm Gluconate cầm trên tay,Bàn tay cầm hộp thực phẩm bảo vệ sức khỏe ST ZinC Kids Kẽm Gluconate hỗ trợ tăng cường sức đề kháng và ăn ngon cho trẻ em.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0322.jpg
