image_id,filename,relative_image_path,image_path,source_status,source_error_type,source_visual_description,source_gate,source_summary,final_gate,final_summary,reviewed,reviewer,note
priv_d_0309,priv_d_0309.jpg,../../images/priv_d_0309.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0309.jpg,CONFIRMED,NONE,Bàn tay cầm chai dầu dưỡng thể Body Oil 100% Organic For Skin thân trong suốt nắp mạ bạc đặt cạnh mô hình nhân vật hoạt hình Patrick Star.,PRESENT,Ảnh chụp chai dầu dưỡng thể Body Oil nắp bạc cầm trên tay cạnh mô hình Patrick Star,PRESENT,Ảnh chụp chai dầu dưỡng thể Body Oil nắp bạc cầm trên tay cạnh mô hình Patrick Star,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0310,priv_d_0310.jpg,../../images/priv_d_0310.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0310.jpg,CONFIRMED,NONE,Bốn gói mì ăn liền dao cắt Sơn Tây Jinmailang vỏ vàng đặt trên bàn cạnh các vật trang trí anime.,PRESENT,Ảnh chụp 4 gói mì dao cắt Sơn Tây Jinmailang hương vị thịt kho bao bì màu vàng đặt trên bàn,PRESENT,Ảnh chụp 4 gói mì dao cắt Sơn Tây Jinmailang hương vị thịt kho bao bì màu vàng đặt trên bàn,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0311,priv_d_0311.jpg,../../images/priv_d_0311.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0311.jpg,CONFIRMED,NONE,Đồ họa tin tức nền cam gạch đỏ hiển thị chai nước rửa tay Botanika và chai sữa tắm nam X-Men For Boss Intense.,PRESENT,Banner thông tin Thư Viện Pháp Luật về việc thu hồi sản phẩm sữa tắm X-Men For Boss Intense và nước rửa tay Botanika,PRESENT,Banner thông tin Thư Viện Pháp Luật về việc thu hồi sản phẩm sữa tắm X-Men For Boss Intense và nước rửa tay Botanika,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0312,priv_d_0312.jpg,../../images/priv_d_0312.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0312.jpg,CONFIRMED,NONE,Bịch tã dán em bé Jolie Soft Care Baby Diapers in hình chú cừu màu tím và trắng đặt trên sàn nhà.,PRESENT,Ảnh chụp bịch tã bỉm trẻ em Jolie Soft Care Baby Diapers size M 50 miếng đặt trên nền gạch,PRESENT,Ảnh chụp bịch tã bỉm trẻ em Jolie Soft Care Baby Diapers size M 50 miếng đặt trên nền gạch,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0313,priv_d_0313.jpg,../../images/priv_d_0313.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0313.jpg,CONFIRMED,NONE,Các thùng carton sữa bột dinh dưỡng VitaDairy ColosBaby Gold 0+ Vị Thanh Nhạt xếp thành từng hàng sát tường.,PRESENT,Ảnh chụp các thùng sữa bột VitaDairy ColosBaby Gold 0+ Vị Thanh Nhạt xếp chồng trong cửa hàng,PRESENT,Ảnh chụp các thùng sữa bột VitaDairy ColosBaby Gold 0+ Vị Thanh Nhạt xếp chồng trong cửa hàng,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0314,priv_d_0314.jpg,../../images/priv_d_0314.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0314.jpg,CONFIRMED,NONE,Chồng thùng carton sữa đặc Vinamilk Ông Thọ Cao Cấp cùng các bình ủ đá màu đỏ và hộp sữa tươi đặt trên sàn.,PRESENT,Ảnh chụp các thùng sữa đặc có đường Ông Thọ xếp chồng cùng các bình ủ và hộp sữa tươi Vinamilk,PRESENT,Ảnh chụp các thùng sữa đặc có đường Ông Thọ xếp chồng cùng các bình ủ và hộp sữa tươi Vinamilk,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0315,priv_d_0315.jpg,../../images/priv_d_0315.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0315.jpg,CONFIRMED,NONE,Bàn tay cầm lọ kem dưỡng ẩm chống lão hóa Paula's Choice Peptide Pro-Collagen Peptide Plumping Moisturizer vỏ hồng tím trước kệ hàng hóa mỹ phẩm.,PRESENT,Ảnh chụp chai kem dưỡng ẩm Paula's Choice Peptide Pro-Collagen Peptide Plumping Moisturizer 50ml trên tay tại kệ mỹ phẩm,PRESENT,Ảnh chụp chai kem dưỡng ẩm Paula's Choice Peptide Pro-Collagen Peptide Plumping Moisturizer 50ml trên tay tại kệ mỹ phẩm,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0316,priv_d_0316.jpg,../../images/priv_d_0316.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0316.jpg,CONFIRMED,NONE,Bàn tay cầm chai gel rửa mặt giảm mụn SVR Sebiaclear Gel Moussant dạng vòi xịt chai nhựa xanh lá cây trong suốt.,PRESENT,Ảnh chụp chai gel rửa mặt SVR Sebiaclear Gel Moussant 400ml màu xanh lá cầm trên tay,PRESENT,Ảnh chụp chai gel rửa mặt SVR Sebiaclear Gel Moussant 400ml màu xanh lá cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0317,priv_d_0317.jpg,../../images/priv_d_0317.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0317.jpg,CONFIRMED,NONE,Banner đồ họa tuyển dụng công nhân của nhà máy Nidec Sankyo Vietnam Corporation tại Quận 9.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0318,priv_d_0318.jpg,../../images/priv_d_0318.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0318.jpg,CONFIRMED,NONE,Ảnh chụp màn hình biểu đồ nến phân tích biến động giá vàng thế giới XAUUSD.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0319,priv_d_0319.jpg,../../images/priv_d_0319.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0319.jpg,CONFIRMED,NONE,Bàn tay cầm bánh xà bông thảo dược màu nâu đen cùng vỏ hộp giấy Soritox Repair Soap 100gr in hình lá thảo mộc.,PRESENT,Ảnh chụp bánh xà bông và vỏ hộp xà bông Soritox Repair Soap 100gr cầm trên tay,PRESENT,Ảnh chụp bánh xà bông và vỏ hộp xà bông Soritox Repair Soap 100gr cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0320,priv_d_0320.jpg,../../images/priv_d_0320.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0320.jpg,CONFIRMED,NONE,Đồ họa y tế 3D minh họa cấu trúc tế bào và thuốc điều trị ung thư amivantamab của Bệnh viện Phương Đông.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0321,priv_d_0321.jpg,../../images/priv_d_0321.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0321.jpg,CONFIRMED,NONE,Chiếc vali kéo du lịch màu xanh ngọc nhạt kích cỡ 24 inch đặt trên nền gạch trắng.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0322,priv_d_0322.jpg,../../images/priv_d_0322.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0322.jpg,CONFIRMED,NONE,Bàn tay cầm hộp thực phẩm bảo vệ sức khỏe ST ZinC Kids Kẽm Gluconate hỗ trợ tăng cường sức đề kháng và ăn ngon cho trẻ em.,PRESENT,Ảnh chụp hộp siro bổ sung kẽm cho bé ST ZinC Kids Kẽm Gluconate cầm trên tay,PRESENT,Ảnh chụp hộp siro bổ sung kẽm cho bé ST ZinC Kids Kẽm Gluconate cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0323,priv_d_0323.jpg,../../images/priv_d_0323.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0323.jpg,CONFIRMED,NONE,Hai tô giấy đựng thức ăn vặt xúc xích chả viên và hai ly trà giải khát đặt trên bàn tròn ngoài trời.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0324,priv_d_0324.jpg,../../images/priv_d_0324.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0324.jpg,CONFIRMED,NONE,Bàn tay cầm hộp giấy serum dưỡng da đầu và nang tóc Bio-Placental Scalp Serum màu trắng viền xanh lá cây.,PRESENT,Ảnh chụp hộp serum dưỡng da đầu và tóc Bio-Placental Scalp Serum cầm trên tay,PRESENT,Ảnh chụp hộp serum dưỡng da đầu và tóc Bio-Placental Scalp Serum cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0325,priv_d_0325.jpg,../../images/priv_d_0325.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0325.jpg,CONFIRMED,NONE,Ảnh chụp màn hình video Beatvn ghi lại cảnh người thân chăm sóc bệnh nhân trong phòng bệnh viện.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0326,priv_d_0326.jpg,../../images/priv_d_0326.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0326.jpg,CONFIRMED,NONE,Bàn tay cầm tuýp kem rửa mặt dưỡng ẩm chuyên sâu Hada Labo Advanced Nourish màu trắng xanh bên cạnh bình hoa tulip trang trí.,PRESENT,Ảnh chụp tuýp sữa rửa mặt Hada Labo Advanced Nourish Hyaluronic Acid Cleanser cầm trên tay cạnh bình hoa tulip,PRESENT,Ảnh chụp tuýp sữa rửa mặt Hada Labo Advanced Nourish Hyaluronic Acid Cleanser cầm trên tay cạnh bình hoa tulip,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0327,priv_d_0327.jpg,../../images/priv_d_0327.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0327.jpg,CONFIRMED,NONE,"Tô bún nước tương nhiều màu sắc với chả lụa, đậu rán, dưa chuột và rau sống kèm các chai nước tương ăn bún ở phía sau.",PRESENT,Ảnh chụp tô bún nước tương gồm chả đậu hũ dưa leo rau sống và các chai nước tương ăn bún,PRESENT,Ảnh chụp tô bún nước tương gồm chả đậu hũ dưa leo rau sống và các chai nước tương ăn bún,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0328,priv_d_0328.jpg,../../images/priv_d_0328.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0328.jpg,CONFIRMED,NONE,Ảnh chụp màn hình nhân vật game Roblox đội mũ và tai nghe kèm câu chữ meme hài hước.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0329,priv_d_0329.jpg,../../images/priv_d_0329.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0329.jpg,CONFIRMED,NONE,Bàn tay cầm chiếc ốp lưng điện thoại trong suốt in họa tiết hoạt hình mèo Hello Kitty.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0330,priv_d_0330.jpg,../../images/priv_d_0330.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0330.jpg,CONFIRMED,NONE,Mặt bàn gỗ trong cửa hàng bán lẻ kèm chữ đồ họa đè trên màn hình không có sản phẩm rõ nét.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0331,priv_d_0331.jpg,../../images/priv_d_0331.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0331.jpg,CONFIRMED,NONE,Người phụ nữ đứng tập luyện cạnh dụng cụ máy tập cơ bụng đa năng trong phòng khách.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0332,priv_d_0332.jpg,../../images/priv_d_0332.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0332.jpg,CONFIRMED,NONE,Bàn tay cầm vỏ hộp giấy sản phẩm dưỡng da Dr. Belmeur Daily Repair Cream In Ampoule màu trắng trên nền sáng.,PRESENT,Ảnh chụp vỏ hộp tinh chất dưỡng da Dr. Belmeur Daily Repair Cream In Ampoule cầm trên tay,PRESENT,Ảnh chụp vỏ hộp tinh chất dưỡng da Dr. Belmeur Daily Repair Cream In Ampoule cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0333,priv_d_0333.jpg,../../images/priv_d_0333.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0333.jpg,CONFIRMED,NONE,Kệ gỗ nhiều tầng xếp các hũ thủy tinh nuôi cá cảnh trong không gian trại cá.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0334,priv_d_0334.jpg,../../images/priv_d_0334.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0334.jpg,CONFIRMED,NONE,Bàn làm việc với màn hình máy tính và laptop hiển thị hình nền đồ họa anime.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0335,priv_d_0335.jpg,../../images/priv_d_0335.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0335.jpg,CONFIRMED,NONE,Các hộp nhựa và hũ thủy tinh chứa sấu ngâm mắm tỏi ớt tự làm tại nhà đặt trên mặt bàn bếp.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0336,priv_d_0336.jpg,../../images/priv_d_0336.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0336.jpg,CONFIRMED,NONE,Khung cảnh cung đường đèo vùng đồi núi Gia Lai dưới bầu trời hoàng hôn.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0337,priv_d_0337.jpg,../../images/priv_d_0337.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0337.jpg,CONFIRMED,NONE,Hộp nhang trầm bắc Hương Trầm Minh Khang loại đặc biệt màu xanh lá cây đậm ánh vàng để lộ các nén nhang vàng bên trong.,PRESENT,Ảnh chụp hộp nhang hương trầm bắc Hương Trầm Minh Khang loại đặc biệt màu xanh lá cây,PRESENT,Ảnh chụp hộp nhang hương trầm bắc Hương Trầm Minh Khang loại đặc biệt màu xanh lá cây,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0338,priv_d_0338.jpg,../../images/priv_d_0338.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0338.jpg,CONFIRMED,NONE,Ảnh tư liệu chụp khung cảnh sinh hoạt trước cổng trường Ngô Quyền kèm đồng hồ cổ điển.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0339,priv_d_0339.jpg,../../images/priv_d_0339.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0339.jpg,CONFIRMED,NONE,Người mẫu nữ thử chiếc đầm liền màu đen phối ren trắng cổ khoét sâu trong phòng chụp đồ.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0340,priv_d_0340.jpg,../../images/priv_d_0340.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0340.jpg,CONFIRMED,NONE,Video clip đen trắng mờ ghi lại hình ảnh người lao động ngoài trời kèm câu chữ tâm trạng.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0341,priv_d_0341.jpg,../../images/priv_d_0341.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0341.jpg,CONFIRMED,NONE,Tuýp kem và hộp giấy kem dưỡng ẩm làm mềm da cho bé Kutieskin 30g màu xanh dương in hình chú cáo hoạt hình.,PRESENT,Ảnh chụp tuýp và vỏ hộp kem dưỡng ẩm mềm da cho bé Kutieskin 30g màu xanh dương,PRESENT,Ảnh chụp tuýp và vỏ hộp kem dưỡng ẩm mềm da cho bé Kutieskin 30g màu xanh dương,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0342,priv_d_0342.jpg,../../images/priv_d_0342.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0342.jpg,CONFIRMED,NONE,Ảnh làm mờ bác sĩ ngồi tư vấn khám bệnh kèm văn bản cảnh báo bệnh lý đường hô hấp.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0343,priv_d_0343.jpg,../../images/priv_d_0343.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0343.jpg,CONFIRMED,NONE,Trích đoạn phim cổ trang quay cận cảnh đôi chân mang giày vải cổ truyền bước trên nền đất đầy lá khô.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0344,priv_d_0344.jpg,../../images/priv_d_0344.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0344.jpg,CONFIRMED,NONE,Bàn tay cầm lon sữa bột dinh dưỡng công thức VitaDairy ColosBaby Lactoferrin 0+ vỏ màu xanh vàng nắp vàng kim.,PRESENT,Ảnh chụp lon sữa bột VitaDairy ColosBaby Lactoferrin 0+ màu vàng nhạt cầm trên tay,PRESENT,Ảnh chụp lon sữa bột VitaDairy ColosBaby Lactoferrin 0+ màu vàng nhạt cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0345,priv_d_0345.jpg,../../images/priv_d_0345.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0345.jpg,CONFIRMED,NONE,Bàn tay cầm chiếc loa bluetooth mini thiết kế kiểu túi xách nhỏ màu trắng có mặt hoa màu xanh.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0346,priv_d_0346.jpg,../../images/priv_d_0346.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0346.jpg,CONFIRMED,NONE,Bàn tay cầm gói gia vị Hạt Nêm Rau Củ thương hiệu Fuja foods bao bì màu xanh lá in hình bát canh hầm rau củ.,PRESENT,Ảnh chụp gói hạt nêm rau củ Fuja foods cầm trên tay,PRESENT,Ảnh chụp gói hạt nêm rau củ Fuja foods cầm trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0347,priv_d_0347.jpg,../../images/priv_d_0347.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0347.jpg,CONFIRMED,NONE,Khay nhựa đen đựng món ăn vặt chân gà rút xương trộn cóc xoài không có nhãn hiệu tại quầy chế biến.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0348,priv_d_0348.jpg,../../images/priv_d_0348.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0348.jpg,CONFIRMED,NONE,Ảnh đồ họa tin tức báo chí Hà Nội News và bài báo thu hồi sản phẩm sữa tắm nam Xmen For Boss Intense.,PRESENT,Banner tin tức báo chí về việc thu hồi sản phẩm sữa tắm nước hoa nam X-Men For Boss Intense,PRESENT,Banner tin tức báo chí về việc thu hồi sản phẩm sữa tắm nước hoa nam X-Men For Boss Intense,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0349,priv_d_0349.jpg,../../images/priv_d_0349.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0349.jpg,CONFIRMED,NONE,Ảnh chụp màn hình bản tin an ninh trật tự nền đỏ của trang tin BHT Digital.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0350,priv_d_0350.jpg,../../images/priv_d_0350.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0350.jpg,CONFIRMED,NONE,Ảnh chụp cận cảnh mái tóc bết dầu của người phụ nữ kèm văn bản giới thiệu sản phẩm chăm sóc tóc.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0351,priv_d_0351.jpg,../../images/priv_d_0351.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0351.jpg,CONFIRMED,None,Ảnh chụp màn hình phóng sự thời sự VTV về vụ việc cơ sở sản xuất giá đỗ dùng chất cấm với các thùng nhựa màu xanh.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0352,priv_d_0352.jpg,../../images/priv_d_0352.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0352.jpg,CONFIRMED,None,Ảnh chụp ấm đun nước siêu tốc màu trắng của thương hiệu Bear đặt trên mặt bàn bếp kèm văn bản giới thiệu.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0353,priv_d_0353.jpg,../../images/priv_d_0353.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0353.jpg,CONFIRMED,None,Ảnh chụp băng rôn tuyên truyền màu đỏ treo trên cổng sắt thông báo điểm uống Vitamin A cho trẻ em.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0354,priv_d_0354.jpg,../../images/priv_d_0354.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0354.jpg,CONFIRMED,None,Ảnh chụp bộ cây lau nhà tự vắt thông minh và thùng chứa nước cùng vỏ hộp thương hiệu Kitimop.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0355,priv_d_0355.jpg,../../images/priv_d_0355.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0355.jpg,CONFIRMED,None,"Ảnh chụp ấm đun siêu tốc màu xanh ngọc thương hiệu GUGKDD dung tích 2,5 lít được cầm trên tay ở ngoài trời.",ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0356,priv_d_0356.jpg,../../images/priv_d_0356.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0356.jpg,CONFIRMED,None,Ảnh chụp cận cảnh hộp sữa tươi công thức Nutifood Värna life màu trắng xanh hỗ trợ xương khớp chắc khỏe đang được mở nắp trên tay.,PRESENT,Ảnh chụp cận cảnh hộp sữa tươi công thức Nutifood Värna life hỗ trợ xương khớp chắc khỏe đang được mở nắp,PRESENT,Ảnh chụp cận cảnh hộp sữa tươi công thức Nutifood Värna life hỗ trợ xương khớp chắc khỏe đang được mở nắp,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0357,priv_d_0357.jpg,../../images/priv_d_0357.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0357.jpg,CONFIRMED,None,Hình ảnh slide thuyết trình về lợi nhuận và rủi ro danh mục đầu tư kèm các biểu tượng tài chính và đồ thị.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0358,priv_d_0358.jpg,../../images/priv_d_0358.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0358.jpg,CONFIRMED,None,"Hình ảnh infographic hướng dẫn 4 bước chăm sóc da khô gồm làm sạch, cân bằng độ pH, cấp ẩm tầng sâu và duy trì độ ẩm bằng các sản phẩm chăm sóc da Klairs.",PRESENT,Ảnh đồ họa hướng dẫn chu trình chăm sóc da khô gồm 4 bước với bộ mỹ phẩm dưỡng da Klairs,PRESENT,Ảnh đồ họa hướng dẫn chu trình chăm sóc da khô gồm 4 bước với bộ mỹ phẩm dưỡng da Klairs,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
priv_d_0359,priv_d_0359.jpg,../../images/priv_d_0359.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0359.jpg,CONFIRMED,None,Ảnh chụp một tay cầm hộp và chai siro nhỏ giọt LineaBon K2+D3 dung tích 10ml trước tủ đồ chơi trẻ em.,PRESENT,Ảnh chụp thực tế hộp và chai siro nhỏ giọt LineaBon K2+D3 10ml bổ sung vitamin cho trẻ nhỏ,PRESENT,Ảnh chụp thực tế hộp và chai siro nhỏ giọt LineaBon K2+D3 10ml bổ sung vitamin cho trẻ nhỏ,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0267_0400.json.
